epoch,auc,utility
25,0.9905345491544583,0.02590673575129534
50,0.9893204850144544,0.028860103626942992
75,0.97917521723026,0.06990673575129536
100,0.9924211100189761,0.09860103626943005
125,0.9917835953231926,0.050455958549222794
150,0.9850311963190904,0.055813471502590674
175,0.9716787384022197,0.0693367875647668
200,0.9911140138242919,0.016440414507772026
225,0.9889270791945978,0.062207253886010346
250,0.9913329719869648,0.08453367875647665
