epoch,auc,utility
25,0.9836858036658563,0.12976165803108797
50,0.9857115751635359,0.1935647668393783
75,0.9793495471451071,0.154062176165803
100,0.9416735912196145,0.08202590673575125
125,0.9510737782003497,0.15726424870466307
150,0.9579309023965197,0.14163730569948174
175,0.913491569775409,0.16875129533678743
200,0.9255633558300473,0.14875647668393777
225,0.9692960384750252,0.15260103626942992
250,0.9611391449149539,0.1625129533678755
