epoch,auc,utility
25,0.9888287707902357,0.13823316062176147
50,0.9898660929940601,0.10383419689119168
75,0.9919383988420948,0.10878756476683923
100,0.988836881099566,0.06992227979274607
125,0.9884665539653531,0.08207253886010359
150,0.991108623634397,0.056264248704663206
175,0.9584683420439143,0.04627461139896372
200,0.9855115231288198,0.10648704663212431
225,0.9861113407661634,0.07012435233160617
250,0.9820861718846223,0.08686528497409327
