epoch,auc,utility
25,0.9862786432957963,0.0899999999999999
50,0.9779506528150751,0.09533678756476677
75,0.9712160174650146,0.12684974093264237
100,0.9872527921550965,0.1104041450777201
125,0.9793166281521359,0.1328082901554403
150,0.9772967469947971,0.08977720207253881
175,0.9588972149434262,0.13483937823834183
200,0.9865408775356529,0.1208963730569947
225,0.9458196528090722,0.071160621761658
250,0.9511687967752365,0.12197409326424861
