epoch,auc,utility
25,0.9816903296127468,0.10591709844559578
50,0.9615078485961088,0.10454922279792739
75,0.9315750954759972,0.09511398963730566
100,0.9615184907049986,0.12805699481865282
125,0.9511251007956264,0.07961658031088081
150,0.9685770499841998,0.12374611398963721
175,0.9772961889911281,0.14295336787564764
200,0.970697597955448,0.10946113989637302
225,0.8869686554314312,0.13291709844559574
250,0.9843431372471941,0.1010051813471501
