epoch,auc,utility
25,0.9889124253633743,0.10931088082901545
50,0.9853128946905727,0.13530051813471494
75,0.9827571868201295,0.10835751295336783
100,0.9537909588278293,0.1007046632124352
125,0.9447379059464772,0.11252331606217604
150,0.879356510535495,0.12225906735751281
175,0.9722171493390654,0.1243678756476683
200,0.897414902149269,0.16874093264248685
225,0.9099979028664666,0.11291191709844546
250,0.9591176097661988,0.13700518134715023
