epoch,auc,utility
25,0.9855161361174966,0.12002072538860092
50,0.968246031315799,0.13820207253886002
75,0.9720579818887645,0.09167357512953365
100,0.976824217815541,0.12686528497409313
125,0.9772616791193479,0.11038341968911905
150,0.9595984336725379,0.11031606217616571
175,0.9683568195595893,0.12682383419689108
200,0.9648665349434846,0.11221761658031085
225,0.9072698531283006,0.08347150259067349
250,0.9699437538307634,0.14230051813471492
